author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
(L.),HYDROPHILIDAE,Hydrobius,fuscipes,Hydrobius fuscipes,in water,aquatic,Ecoaq,KochGroup,Ecology,Hydrobius|fuscipes|(L.)
(L.),HYDROPHILIDAE,Hydrobius,fuscipes,Hydrobius fuscipes,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Hydrobius|fuscipes|(L.)
(L.),HYDROPHILIDAE,Hydrochara,caraboides,Hydrochara caraboides,Aquatics,Aquatics,BEco01,Bugs,,Hydrochara|caraboides|(L.)
(L.),HYDROPHILIDAE,Hydrochara,caraboides,Hydrochara caraboides,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Hydrochara|caraboides|(L.)
(L.),HYDROPHILIDAE,Hydrochara,caraboides,Hydrochara caraboides,in water,aquatic,Ecoaq,KochGroup,Ecology,Hydrochara|caraboides|(L.)
(L.),HYDROPHILIDAE,Hydrophilus,piceus,Hydrophilus piceus,Aquatics,Aquatics,BEco01,Bugs,,Hydrophilus|piceus|(L.)
(L.),HYDROPHILIDAE,Hydrophilus,piceus,Hydrophilus piceus,in water,aquatic,Ecoaq,KochGroup,Ecology,Hydrophilus|piceus|(L.)
(L.),HYDROPHILIDAE,Laccobius,minutus,Laccobius minutus,Aquatics,Aquatics,BEco01,Bugs,,Laccobius|minutus|(L.)
(L.),HYDROPHILIDAE,Laccobius,minutus,Laccobius minutus,in water,aquatic,Ecoaq,KochGroup,Ecology,Laccobius|minutus|(L.)
(L.),HYDROPHILIDAE,Laccobius,minutus,Laccobius minutus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Laccobius|minutus|(L.)
(L.),HYDROPHILIDAE,Sphaeridium,scarabaeoides,Sphaeridium scarabaeoides,Dung indicators,Indicators: Dung,BEco07c,Bugs,,Sphaeridium|scarabaeoides|(L.)
(L.),HYDROPHILIDAE,Sphaeridium,scarabaeoides,Sphaeridium scarabaeoides,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Sphaeridium|scarabaeoides|(L.)
(L.),HYDROPHILIDAE,Sphaeridium,scarabaeoides,Sphaeridium scarabaeoides,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Sphaeridium|scarabaeoides|(L.)
(L.),HYDROPHILIDAE,Sphaeridium,scarabaeoides,Sphaeridium scarabaeoides,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Sphaeridium|scarabaeoides|(L.)
(L.),LABIIDAE,Labia,minor,Labia minor,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Labia|minor|(L.)
(L.),LABIIDAE,Labia,minor,Labia minor,General synanthropic,General synanthropic,BEco09a,Bugs,,Labia|minor|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,Meadowland,Meadowland,BEco03,Bugs,,Lagria|hirta|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,Wood and trees,Wood and trees,BEco04,Bugs,,Lagria|hirta|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,on trees,arboricolous,Ecoab,KochGroup,Ecology,Lagria|hirta|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Lagria|hirta|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Lagria|hirta|(L.)
(L.),LAGRIIDAE,Lagria,hirta,Lagria hirta,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Lagria|hirta|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,Meadowland,Meadowland,BEco03,Bugs,,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,,molluscophagous   ,FNoMu,KochGroup,,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lamprohiza,splendidula,Lamprohiza splendidula,in meadows,praticolous,Ecopr,KochGroup,Ecology,Lamprohiza|splendidula|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,Meadowland,Meadowland,BEco03,Bugs,,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,,molluscophagous   ,FNoMu,KochGroup,,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Lampyris|noctiluca|(L.)
(L.),LAMPYRIDAE,Lampyris,noctiluca,Lampyris noctiluca,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Lampyris|noctiluca|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,General synanthropic,General synanthropic,BEco09a,Bugs,,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus,Latridius minutus,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Latridius|minutus|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),General synanthropic,General synanthropic,BEco09a,Bugs,,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),Meadowland,Meadowland,BEco03,Bugs,,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Latridius|minutus (grp)|(L.)
(L.),LATRIDIIDAE,Latridius,minutus (grp),Latridius minutus (grp),occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Latridius|minutus (grp)|(L.)
(L.),LEIODIDAE,Agathidium,seminulum,Agathidium seminulum,Wood and trees,Wood and trees,BEco04,Bugs,,Agathidium|seminulum|(L.)
(L.),LEIODIDAE,Agathidium,seminulum,Agathidium seminulum,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Agathidium|seminulum|(L.)
(L.),LEIODIDAE,Agathidium,seminulum,Agathidium seminulum,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Agathidium|seminulum|(L.)
(L.),LINOGNATHIDAE,Linognathus,vituli,Linognathus vituli,Ectoparasites,Ectoparasite,Ecto,Bugs,,Linognathus|vituli|(L.)
(L.),LUCANIDAE,Dorcus,parallelipipedus,Dorcus parallelipipedus,Wood and trees,Wood and trees,BEco04,Bugs,,Dorcus|parallelipipedus|(L.)
(L.),LUCANIDAE,Dorcus,parallelipipedus,Dorcus parallelipipedus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dorcus|parallelipipedus|(L.)
(L.),LUCANIDAE,Dorcus,parallelipipedus,Dorcus parallelipipedus,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Dorcus|parallelipipedus|(L.)
(L.),LUCANIDAE,Dorcus,parallelipipedus,Dorcus parallelipipedus,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Dorcus|parallelipipedus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,Wood and trees,Wood and trees,BEco04,Bugs,,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,"at sap runs on trees, etc.",succicolous,Ecosu,KochGroup,Ecology,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Lucanus,cervus,Lucanus cervus,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Lucanus|cervus|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,Wood and trees,Wood and trees,BEco04,Bugs,,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,on trees,arboricolous,Ecoab,KochGroup,Ecology,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,plant materials,phytophagous,FNoPh,KochGroup,Food nourishment,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Platycerus,caraboides,Platycerus caraboides,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Platycerus|caraboides|(L.)
(L.),LUCANIDAE,Sinodendron,cylindricum,Sinodendron cylindricum,Wood and trees,Wood and trees,BEco04,Bugs,,Sinodendron|cylindricum|(L.)
(L.),LUCANIDAE,Sinodendron,cylindricum,Sinodendron cylindricum,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Sinodendron|cylindricum|(L.)
(L.),LUCANIDAE,Sinodendron,cylindricum,Sinodendron cylindricum,on gravel,silicophilous,HTysi,KochGroup,Habitat type,Sinodendron|cylindricum|(L.)
(L.),LUCANIDAE,Sinodendron,cylindricum,Sinodendron cylindricum,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Sinodendron|cylindricum|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,Wood and trees,Wood and trees,BEco04,Bugs,,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,under bark,corticolous,Ecoco,KochGroup,Ecology,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,on flowers,floricolous,Ecofl,KochGroup,Ecology,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,specialises on a specific plant or animal species,monophagous,FDeMo,KochGroup,Food dependency,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Hylecoetus,dermestoides,Hylecoetus dermestoides,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Hylecoetus|dermestoides|(L.)
(L.),LYMEXYLONIDAE,Lymexylon,navale,Lymexylon navale,Wood and trees,Wood and trees,BEco04,Bugs,,Lymexylon|navale|(L.)
(L.),MALACHIIDAE,Anthocomus,fasciatus,Anthocomus fasciatus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Anthocomus|fasciatus|(L.)
(L.),MALACHIIDAE,Anthocomus,fasciatus,Anthocomus fasciatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Anthocomus|fasciatus|(L.)
(L.),MALACHIIDAE,Anthocomus,fasciatus,Anthocomus fasciatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Anthocomus|fasciatus|(L.)
(L.),MALACHIIDAE,Anthocomus,fasciatus,Anthocomus fasciatus,"synanthropic, but not restrictedly so",Facultative Sy,HRaSf,KochGroup,Habitat range,Anthocomus|fasciatus|(L.)
(L.),MALACHIIDAE,Anthocomus,fasciatus,Anthocomus fasciatus,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Anthocomus|fasciatus|(L.)
(L.),MALACHIIDAE,Malachius,aeneus,Malachius aeneus,Meadowland,Meadowland,BEco03,Bugs,,Malachius|aeneus|(L.)
(L.),MALACHIIDAE,Malachius,aeneus,Malachius aeneus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Malachius|aeneus|(L.)
(L.),MALACHIIDAE,Malachius,aeneus,Malachius aeneus,on flowers,floricolous,Ecofl,KochGroup,Ecology,Malachius|aeneus|(L.)
(L.),MALACHIIDAE,Malachius,aeneus,Malachius aeneus,feeds on pollen,pollenophagous,FNoPn,KochGroup,Food nourishment,Malachius|aeneus|(L.)
(L.),MALACHIIDAE,Malachius,aeneus,Malachius aeneus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Malachius|aeneus|(L.)
(L.),MALACHIIDAE,Malachius,bipustulatus,Malachius bipustulatus,Meadowland,Meadowland,BEco03,Bugs,,Malachius|bipustulatus|(L.)
(L.),MALACHIIDAE,Malachius,bipustulatus,Malachius bipustulatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Malachius|bipustulatus|(L.)
(L.),MALACHIIDAE,Malachius,bipustulatus,Malachius bipustulatus,on flowers,floricolous,Ecofl,KochGroup,Ecology,Malachius|bipustulatus|(L.)
(L.),MALACHIIDAE,Malachius,bipustulatus,Malachius bipustulatus,feeds on pollen,pollenophagous,FNoPn,KochGroup,Food nourishment,Malachius|bipustulatus|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,Meadowland,Meadowland,BEco03,Bugs,,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,on trees,arboricolous,Ecoab,KochGroup,Ecology,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,,kreophilous,FNoKr,KochGroup,,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,plant materials,phytophagous,FNoPh,KochGroup,Food nourishment,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Lytta|vesicatoria|(L.)
(L.),MELOIDAE,Lytta,vesicatoria,Lytta vesicatoria,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Lytta|vesicatoria|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,Wood and trees,Wood and trees,BEco04,Bugs,,Dasytes|niger|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,on trees,arboricolous,Ecoab,KochGroup,Ecology,Dasytes|niger|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dasytes|niger|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,on flowers,floricolous,Ecofl,KochGroup,Ecology,Dasytes|niger|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Dasytes|niger|(L.)
(L.),MELYRIDAE,Dasytes,niger,Dasytes niger,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Dasytes|niger|(L.)
(L.),MELYRIDAE,Enicopus,hirtus,Enicopus hirtus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Enicopus|hirtus|(L.)
(L.),MORDELLIDAE,Anaspis,flava,Anaspis flava,Wood and trees,Wood and trees,BEco04,Bugs,,Anaspis|flava|(L.)
(L.),MORDELLIDAE,Anaspis,flava,Anaspis flava,on trees,arboricolous,Ecoab,KochGroup,Ecology,Anaspis|flava|(L.)
(L.),MORDELLIDAE,Anaspis,flava,Anaspis flava,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Anaspis|flava|(L.)
(L.),MORDELLIDAE,Anaspis,flava,Anaspis flava,on flowers,floricolous,Ecofl,KochGroup,Ecology,Anaspis|flava|(L.)
(L.),MORDELLIDAE,Anaspis,flava,Anaspis flava,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Anaspis|flava|(L.)
(L.),MORDELLIDAE,Anaspis,frontalis,Anaspis frontalis,Wood and trees,Wood and trees,BEco04,Bugs,,Anaspis|frontalis|(L.)
(L.),MORDELLIDAE,Anaspis,frontalis,Anaspis frontalis,on trees,arboricolous,Ecoab,KochGroup,Ecology,Anaspis|frontalis|(L.)
(L.),MORDELLIDAE,Anaspis,frontalis,Anaspis frontalis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Anaspis|frontalis|(L.)
(L.),MORDELLIDAE,Anaspis,frontalis,Anaspis frontalis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Anaspis|frontalis|(L.)
(L.),MORDELLIDAE,Anaspis,frontalis,Anaspis frontalis,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Anaspis|frontalis|(L.)
(L.),MORDELLIDAE,Anaspis,thoracica,Anaspis thoracica,Wood and trees,Wood and trees,BEco04,Bugs,,Anaspis|thoracica|(L.)
(L.),MORDELLIDAE,Mordellistena,humeralis,Mordellistena humeralis,Wood and trees,Wood and trees,BEco04,Bugs,,Mordellistena|humeralis|(L.)
(L.),MORDELLIDAE,Mordellistena,humeralis,Mordellistena humeralis,on flowers,floricolous,Ecofl,KochGroup,Ecology,Mordellistena|humeralis|(L.)
(L.),MORDELLIDAE,Mordellistena,humeralis,Mordellistena humeralis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Mordellistena|humeralis|(L.)
(L.),MORDELLIDAE,Mordellistena,humeralis,Mordellistena humeralis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Mordellistena|humeralis|(L.)
(L.),MORDELLIDAE,Mordellistena,humeralis,Mordellistena humeralis,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Mordellistena|humeralis|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,Wood and trees,Wood and trees,BEco04,Bugs,,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,on polypore fungi,polyporicolous,Ecopo,KochGroup,Ecology,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Mycetophagus,quadripustulatus,Mycetophagus quadripustulatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Mycetophagus|quadripustulatus|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,General synanthropic,General synanthropic,BEco09a,Bugs,,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,Meadowland,Meadowland,BEco03,Bugs,,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,"synanthropic, but not restrictedly so",Facultative Sy,HRaSf,KochGroup,Habitat range,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Typhaea|stercorea|(L.)
(L.),MYCETOPHAGIDAE,Typhaea,stercorea,Typhaea stercorea,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Typhaea|stercorea|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,General synanthropic,General synanthropic,BEco09a,Bugs,,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,in rotting materials,saprophilous,HTysa,KochGroup,Habitat type,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Carpophilus,hemipterus,Carpophilus hemipterus,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Carpophilus|hemipterus|(L.)
(L.),NITIDULIDAE,Epuraea,aestiva,Epuraea aestiva,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Epuraea|aestiva|(L.)
(L.),NITIDULIDAE,Epuraea,aestiva,Epuraea aestiva,on trees,arboricolous,Ecoab,KochGroup,Ecology,Epuraea|aestiva|(L.)
(L.),NITIDULIDAE,Epuraea,aestiva,Epuraea aestiva,on flowers,floricolous,Ecofl,KochGroup,Ecology,Epuraea|aestiva|(L.)
(L.),NITIDULIDAE,Epuraea,aestiva,Epuraea aestiva,,terricolous or subterranean,Ecote,KochGroup,,Epuraea|aestiva|(L.)
(L.),NITIDULIDAE,Epuraea,aestiva,Epuraea aestiva,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Epuraea|aestiva|(L.)
(L.),NITIDULIDAE,Glischrochilus,quadripunctatus,Glischrochilus quadripunctatus,Wood and trees,Wood and trees,BEco04,Bugs,,Glischrochilus|quadripunctatus|(L.)
(L.),NITIDULIDAE,Glischrochilus,quadripunctatus,Glischrochilus quadripunctatus,under bark,corticolous,Ecoco,KochGroup,Ecology,Glischrochilus|quadripunctatus|(L.)
(L.),NITIDULIDAE,Glischrochilus,quadripunctatus,Glischrochilus quadripunctatus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Glischrochilus|quadripunctatus|(L.)
(L.),NITIDULIDAE,Glischrochilus,quadripunctatus,Glischrochilus quadripunctatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Glischrochilus|quadripunctatus|(L.)
(L.),NITIDULIDAE,Nitidula,bipunctata,Nitidula bipunctata,Carrion,Carrion,BEco07b,Bugs,,Nitidula|bipunctata|(L.)
(L.),NITIDULIDAE,Nitidula,bipunctata,Nitidula bipunctata,General synanthropic,General synanthropic,BEco09a,Bugs,,Nitidula|bipunctata|(L.)
(L.),NITIDULIDAE,Nitidula,bipunctata,Nitidula bipunctata,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Nitidula|bipunctata|(L.)
(L.),NITIDULIDAE,Nitidula,bipunctata,Nitidula bipunctata,"synanthropic, but not restrictedly so",Facultative Sy,HRaSf,KochGroup,Habitat range,Nitidula|bipunctata|(L.)
(L.),NITIDULIDAE,Nitidula,bipunctata,Nitidula bipunctata,associated with carrion,necrophilous,HTyne,KochGroup,Habitat type,Nitidula|bipunctata|(L.)
(L.),NITIDULIDAE,Nitidula,rufipes,Nitidula rufipes,Carrion,Carrion,BEco07b,Bugs,,Nitidula|rufipes|(L.)
(L.),NITIDULIDAE,Nitidula,rufipes,Nitidula rufipes,General synanthropic,General synanthropic,BEco09a,Bugs,,Nitidula|rufipes|(L.)
(L.),NITIDULIDAE,Nitidula,rufipes,Nitidula rufipes,associated with carrion,necrophilous,HTyne,KochGroup,Habitat type,Nitidula|rufipes|(L.)
(L.),NITIDULIDAE,Nitidula,rufipes,Nitidula rufipes,occurs everywhere,ubiquitous,HRaUb,KochGroup,Habitat range,Nitidula|rufipes|(L.)
(L.),NITIDULIDAE,Omosita,colon,Omosita colon,Carrion,Carrion,BEco07b,Bugs,,Omosita|colon|(L.)
(L.),NITIDULIDAE,Omosita,colon,Omosita colon,General synanthropic,General synanthropic,BEco09a,Bugs,,Omosita|colon|(L.)
